,filename,label,pose,truncated,occluded,difficult,xmin,ymin,xmax,ymax,width,height,depth,segmented,crop_width,crop_height,xmin_normal,xmax_normal,ymin_normal,ymax_normal,crop_img_filename
22,maksssksksss110.png,without_mask,Unspecified,0,0,0,112,85,149,118,400,267,3,0,37,33,0.28,0.3725,0.31835205992509363,0.4419475655430712,crop22.png
23,maksssksksss110.png,without_mask,Unspecified,0,0,0,124,27,153,47,400,267,3,0,29,20,0.31,0.3825,0.10112359550561797,0.1760299625468165,crop23.png
24,maksssksksss110.png,without_mask,Unspecified,0,0,0,163,29,189,53,400,267,3,0,26,24,0.4075,0.4725,0.10861423220973783,0.19850187265917604,crop24.png
25,maksssksksss110.png,with_mask,Unspecified,0,0,0,186,18,215,44,400,267,3,0,29,26,0.465,0.5375,0.06741573033707865,0.1647940074906367,crop25.png
26,maksssksksss110.png,without_mask,Unspecified,0,0,0,216,57,241,84,400,267,3,0,25,27,0.54,0.6025,0.21348314606741572,0.3146067415730337,crop26.png
27,maksssksksss110.png,without_mask,Unspecified,0,0,0,237,15,268,46,400,267,3,0,31,31,0.5925,0.67,0.056179775280898875,0.17228464419475656,crop27.png
28,maksssksksss110.png,without_mask,Unspecified,0,0,0,281,19,308,40,400,267,3,0,27,21,0.7025,0.77,0.07116104868913857,0.149812734082397,crop28.png
29,maksssksksss110.png,without_mask,Unspecified,0,0,0,286,60,311,84,400,267,3,0,25,24,0.715,0.7775,0.2247191011235955,0.3146067415730337,crop29.png
30,maksssksksss110.png,without_mask,Unspecified,0,0,0,236,161,273,195,400,267,3,0,37,34,0.59,0.6825,0.602996254681648,0.7303370786516854,crop30.png
31,maksssksksss110.png,without_mask,Unspecified,0,0,0,335,27,359,52,400,267,3,0,24,25,0.8375,0.8975,0.10112359550561797,0.1947565543071161,crop31.png
32,maksssksksss110.png,without_mask,Unspecified,0,0,0,381,14,401,34,400,267,3,0,20,20,0.9525,1.0025,0.052434456928838954,0.12734082397003746,crop32.png
33,maksssksksss676.png,with_mask,Unspecified,0,0,0,34,219,73,267,400,267,3,0,39,48,0.085,0.1825,0.8202247191011236,1.0,crop33.png
34,maksssksksss676.png,with_mask,Unspecified,0,0,0,215,82,231,103,400,267,3,0,16,21,0.5375,0.5775,0.30711610486891383,0.3857677902621723,crop34.png
35,maksssksksss676.png,with_mask,Unspecified,0,0,0,302,120,316,141,400,267,3,0,14,21,0.755,0.79,0.449438202247191,0.5280898876404494,crop35.png
36,maksssksksss676.png,with_mask,Unspecified,0,0,0,340,142,356,172,400,267,3,0,16,30,0.85,0.89,0.5318352059925093,0.6441947565543071,crop36.png
37,maksssksksss20.png,with_mask,Unspecified,0,0,0,93,60,153,124,267,400,3,0,60,64,0.34831460674157305,0.5730337078651685,0.15,0.31,crop37.png
38,maksssksksss448.png,with_mask,Unspecified,0,0,0,99,50,150,99,400,216,3,0,51,49,0.2475,0.375,0.23148148148148148,0.4583333333333333,crop38.png
39,maksssksksss34.png,with_mask,Unspecified,0,0,0,142,84,155,99,400,267,3,0,13,15,0.355,0.3875,0.3146067415730337,0.3707865168539326,crop39.png
40,maksssksksss34.png,without_mask,Unspecified,0,0,0,129,92,142,102,400,267,3,0,13,10,0.3225,0.355,0.3445692883895131,0.38202247191011235,crop40.png
41,maksssksksss34.png,with_mask,Unspecified,0,0,0,213,86,228,103,400,267,3,0,15,17,0.5325,0.57,0.32209737827715357,0.3857677902621723,crop41.png
42,maksssksksss34.png,without_mask,Unspecified,0,0,0,299,91,312,104,400,267,3,0,13,13,0.7475,0.78,0.3408239700374532,0.3895131086142322,crop42.png
43,maksssksksss460.png,without_mask,Unspecified,0,0,0,7,52,24,72,400,267,3,0,17,20,0.0175,0.06,0.1947565543071161,0.2696629213483146,crop43.png
44,maksssksksss460.png,without_mask,Unspecified,0,0,0,226,56,241,76,400,267,3,0,15,20,0.565,0.6025,0.20973782771535582,0.2846441947565543,crop44.png
45,maksssksksss460.png,with_mask,Unspecified,0,0,0,307,80,328,104,400,267,3,0,21,24,0.7675,0.82,0.299625468164794,0.3895131086142322,crop45.png
46,maksssksksss460.png,without_mask,Unspecified,0,0,0,155,91,166,101,400,267,3,0,11,10,0.3875,0.415,0.3408239700374532,0.3782771535580524,crop46.png
47,maksssksksss475.png,with_mask,Unspecified,0,0,0,109,80,134,109,400,267,3,0,25,29,0.2725,0.335,0.299625468164794,0.40823970037453183,crop47.png
48,maksssksksss475.png,with_mask,Unspecified,0,0,0,243,96,267,127,400,267,3,0,24,31,0.6075,0.6675,0.3595505617977528,0.4756554307116105,crop48.png
49,maksssksksss475.png,without_mask,Unspecified,0,0,0,303,84,339,130,400,267,3,0,36,46,0.7575,0.8475,0.3146067415730337,0.4868913857677903,crop49.png
50,maksssksksss307.png,without_mask,Unspecified,0,0,0,287,180,343,225,400,226,3,0,56,45,0.7175,0.8575,0.7964601769911505,0.995575221238938,crop50.png
51,maksssksksss461.png,with_mask,Unspecified,0,0,0,92,72,125,109,400,268,3,0,33,37,0.23,0.3125,0.26865671641791045,0.40671641791044777,crop51.png
52,maksssksksss461.png,with_mask,Unspecified,0,0,0,57,106,91,140,400,268,3,0,34,34,0.1425,0.2275,0.39552238805970147,0.5223880597014925,crop52.png
53,maksssksksss35.png,with_mask,Unspecified,0,0,0,132,44,208,123,400,255,3,0,76,79,0.33,0.52,0.17254901960784313,0.4823529411764706,crop53.png
54,maksssksksss21.png,with_mask,Unspecified,0,0,0,189,78,246,140,400,227,3,0,57,62,0.4725,0.615,0.3436123348017621,0.6167400881057269,crop54.png
55,maksssksksss21.png,without_mask,Unspecified,0,0,0,182,32,221,60,400,227,3,0,39,28,0.455,0.5525,0.14096916299559473,0.2643171806167401,crop55.png
56,maksssksksss111.png,with_mask,Unspecified,0,0,0,17,182,35,202,400,268,3,0,18,20,0.0425,0.0875,0.6791044776119403,0.753731343283582,crop56.png
57,maksssksksss111.png,without_mask,Unspecified,0,0,0,17,127,27,144,400,268,3,0,10,17,0.0425,0.0675,0.47388059701492535,0.5373134328358209,crop57.png
58,maksssksksss111.png,with_mask,Unspecified,0,0,0,184,68,207,93,400,268,3,0,23,25,0.46,0.5175,0.2537313432835821,0.34701492537313433,crop58.png
59,maksssksksss111.png,without_mask,Unspecified,0,0,0,383,125,398,145,400,268,3,0,15,20,0.9575,0.995,0.4664179104477612,0.5410447761194029,crop59.png
60,maksssksksss677.png,with_mask,Unspecified,0,0,0,237,28,271,64,400,300,3,0,34,36,0.5925,0.6775,0.09333333333333334,0.21333333333333335,crop60.png
61,maksssksksss105.png,with_mask,Unspecified,0,0,0,280,103,312,145,400,267,3,0,32,42,0.7,0.78,0.3857677902621723,0.5430711610486891,crop61.png
62,maksssksksss105.png,with_mask,Unspecified,0,0,0,243,36,267,67,400,267,3,0,24,31,0.6075,0.6675,0.1348314606741573,0.250936329588015,crop62.png
63,maksssksksss139.png,without_mask,Unspecified,0,0,0,30,71,51,92,400,225,3,0,21,21,0.075,0.1275,0.31555555555555553,0.4088888888888889,crop63.png
64,maksssksksss139.png,with_mask,Unspecified,0,0,0,4,177,35,209,400,225,3,0,31,32,0.01,0.0875,0.7866666666666666,0.9288888888888889,crop64.png
65,maksssksksss139.png,with_mask,Unspecified,0,0,0,196,146,219,168,400,225,3,0,23,22,0.49,0.5475,0.6488888888888888,0.7466666666666667,crop65.png
66,maksssksksss139.png,with_mask,Unspecified,0,0,0,213,164,243,193,400,225,3,0,30,29,0.5325,0.6075,0.7288888888888889,0.8577777777777778,crop66.png
67,maksssksksss139.png,with_mask,Unspecified,0,0,0,253,13,277,35,400,225,3,0,24,22,0.6325,0.6925,0.057777777777777775,0.15555555555555556,crop67.png
68,maksssksksss850.png,with_mask,Unspecified,0,0,0,46,52,64,81,400,200,3,0,18,29,0.115,0.16,0.26,0.405,crop68.png
69,maksssksksss850.png,with_mask,Unspecified,0,0,0,323,47,351,78,400,200,3,0,28,31,0.8075,0.8775,0.235,0.39,crop69.png
70,maksssksksss688.png,with_mask,Unspecified,0,0,0,166,67,260,160,400,277,3,0,94,93,0.415,0.65,0.24187725631768953,0.5776173285198556,crop70.png
71,maksssksksss844.png,with_mask,Unspecified,0,0,0,277,24,305,56,400,225,3,0,28,32,0.6925,0.7625,0.10666666666666667,0.24888888888888888,crop71.png
72,maksssksksss703.png,without_mask,Unspecified,0,0,0,67,94,96,125,400,267,3,0,29,31,0.1675,0.24,0.352059925093633,0.4681647940074906,crop72.png
73,maksssksksss703.png,without_mask,Unspecified,0,0,0,96,167,139,208,400,267,3,0,43,41,0.24,0.3475,0.6254681647940075,0.7790262172284644,crop73.png
74,maksssksksss703.png,with_mask,Unspecified,0,0,0,174,91,207,128,400,267,3,0,33,37,0.435,0.5175,0.3408239700374532,0.4794007490636704,crop74.png
75,maksssksksss703.png,without_mask,Unspecified,0,0,0,247,78,285,107,400,267,3,0,38,29,0.6175,0.7125,0.29213483146067415,0.40074906367041196,crop75.png
76,maksssksksss703.png,with_mask,Unspecified,0,0,0,331,93,371,135,400,267,3,0,40,42,0.8275,0.9275,0.34831460674157305,0.5056179775280899,crop76.png
77,maksssksksss703.png,without_mask,Unspecified,0,0,0,384,116,400,156,400,267,3,0,16,40,0.96,1.0,0.4344569288389513,0.5842696629213483,crop77.png
78,maksssksksss717.png,without_mask,Unspecified,0,0,0,76,128,142,185,510,287,3,0,66,57,0.14901960784313725,0.2784313725490196,0.445993031358885,0.6445993031358885,crop78.png
79,maksssksksss717.png,with_mask,Unspecified,0,0,0,297,91,376,169,510,287,3,0,79,78,0.5823529411764706,0.7372549019607844,0.3170731707317073,0.5888501742160279,crop79.png
80,maksssksksss501.png,with_mask,Unspecified,0,0,0,242,30,298,105,400,255,3,0,56,75,0.605,0.745,0.11764705882352941,0.4117647058823529,crop80.png
81,maksssksksss501.png,with_mask,Unspecified,0,0,0,301,51,351,118,400,255,3,0,50,67,0.7525,0.8775,0.2,0.4627450980392157,crop81.png
82,maksssksksss267.png,with_mask,Unspecified,0,0,0,161,23,185,45,400,267,3,0,24,22,0.4025,0.4625,0.08614232209737828,0.16853932584269662,crop82.png
83,maksssksksss273.png,with_mask,Unspecified,0,0,0,81,143,187,277,301,400,3,0,106,134,0.2691029900332226,0.6212624584717608,0.3575,0.6925,crop83.png
84,maksssksksss515.png,with_mask,Unspecified,0,0,0,57,198,164,330,301,400,3,0,107,132,0.1893687707641196,0.5448504983388704,0.495,0.825,crop84.png
85,maksssksksss529.png,with_mask,Unspecified,0,0,0,135,53,164,83,400,226,3,0,29,30,0.3375,0.41,0.2345132743362832,0.3672566371681416,crop85.png
86,maksssksksss529.png,without_mask,Unspecified,0,0,0,170,89,182,103,400,226,3,0,12,14,0.425,0.455,0.3938053097345133,0.4557522123893805,crop86.png
87,maksssksksss265.png,with_mask,Unspecified,0,0,0,119,88,149,126,400,267,3,0,30,38,0.2975,0.3725,0.3295880149812734,0.47191011235955055,crop87.png
88,maksssksksss265.png,with_mask,Unspecified,0,0,0,77,92,100,124,400,267,3,0,23,32,0.1925,0.25,0.3445692883895131,0.46441947565543074,crop88.png
89,maksssksksss271.png,with_mask,Unspecified,0,0,0,89,177,212,333,301,400,3,0,123,156,0.2956810631229236,0.7043189368770764,0.4425,0.8325,crop89.png
90,maksssksksss729.png,without_mask,Unspecified,0,0,0,89,284,176,400,301,400,3,0,87,116,0.2956810631229236,0.584717607973422,0.71,1.0,crop90.png
91,maksssksksss701.png,without_mask,Unspecified,0,0,0,98,150,199,265,301,400,3,0,101,115,0.32558139534883723,0.6611295681063123,0.375,0.6625,crop91.png
92,maksssksksss715.png,without_mask,Unspecified,0,0,0,1,169,24,228,267,400,3,0,23,59,0.003745318352059925,0.0898876404494382,0.4225,0.57,crop92.png
93,maksssksksss852.png,without_mask,Unspecified,0,0,0,92,86,132,125,267,400,3,0,40,39,0.3445692883895131,0.4943820224719101,0.215,0.3125,crop93.png
94,maksssksksss675.png,with_mask,Unspecified,0,0,0,104,138,218,276,301,400,3,0,114,138,0.34551495016611294,0.7242524916943521,0.345,0.69,crop94.png
95,maksssksksss113.png,without_mask,Unspecified,0,0,0,228,119,241,134,400,267,3,0,13,15,0.57,0.6025,0.44569288389513106,0.50187265917603,crop95.png
96,maksssksksss661.png,with_mask,Unspecified,0,0,0,100,59,114,76,400,261,3,0,14,17,0.25,0.285,0.2260536398467433,0.29118773946360155,crop96.png
97,maksssksksss661.png,with_mask,Unspecified,0,0,0,176,54,188,68,400,261,3,0,12,14,0.44,0.47,0.20689655172413793,0.26053639846743293,crop97.png
98,maksssksksss661.png,with_mask,Unspecified,0,0,0,198,66,213,82,400,261,3,0,15,16,0.495,0.5325,0.25287356321839083,0.31417624521072796,crop98.png
99,maksssksksss661.png,with_mask,Unspecified,0,0,0,220,81,243,104,400,261,3,0,23,23,0.55,0.6075,0.3103448275862069,0.39846743295019155,crop99.png
100,maksssksksss661.png,without_mask,Unspecified,0,0,0,261,46,279,65,400,261,3,0,18,19,0.6525,0.6975,0.17624521072796934,0.24904214559386972,crop100.png
101,maksssksksss661.png,with_mask,Unspecified,0,0,0,311,82,332,100,400,261,3,0,21,18,0.7775,0.83,0.31417624521072796,0.3831417624521073,crop101.png
102,maksssksksss661.png,without_mask,Unspecified,0,0,0,340,101,354,121,400,261,3,0,14,20,0.85,0.885,0.38697318007662834,0.46360153256704983,crop102.png
103,maksssksksss488.png,with_mask,Unspecified,0,0,0,188,51,211,76,400,267,3,0,23,25,0.47,0.5275,0.19101123595505617,0.2846441947565543,crop103.png
104,maksssksksss488.png,with_mask,Unspecified,0,0,0,41,54,64,78,400,267,3,0,23,24,0.1025,0.16,0.20224719101123595,0.29213483146067415,crop104.png
105,maksssksksss23.png,with_mask,Unspecified,0,0,0,188,74,241,131,400,299,3,0,53,57,0.47,0.6025,0.24749163879598662,0.43812709030100333,crop105.png
106,maksssksksss477.png,without_mask,Unspecified,0,0,0,36,15,52,33,400,267,3,0,16,18,0.09,0.13,0.056179775280898875,0.12359550561797752,crop106.png
107,maksssksksss477.png,without_mask,Unspecified,0,0,0,62,49,81,67,400,267,3,0,19,18,0.155,0.2025,0.18352059925093633,0.250936329588015,crop107.png
108,maksssksksss477.png,without_mask,Unspecified,0,0,0,57,90,78,111,400,267,3,0,21,21,0.1425,0.195,0.33707865168539325,0.4157303370786517,crop108.png
109,maksssksksss477.png,with_mask,Unspecified,0,0,0,45,138,65,157,400,267,3,0,20,19,0.1125,0.1625,0.5168539325842697,0.5880149812734082,crop109.png
110,maksssksksss477.png,without_mask,Unspecified,0,0,0,181,32,198,50,400,267,3,0,17,18,0.4525,0.495,0.1198501872659176,0.18726591760299627,crop110.png
111,maksssksksss477.png,with_mask,Unspecified,0,0,0,168,144,189,165,400,267,3,0,21,21,0.42,0.4725,0.5393258426966292,0.6179775280898876,crop111.png
112,maksssksksss477.png,without_mask,Unspecified,0,0,0,315,71,332,85,400,267,3,0,17,14,0.7875,0.83,0.26591760299625467,0.31835205992509363,crop112.png
113,maksssksksss477.png,without_mask,Unspecified,0,0,0,273,105,291,124,400,267,3,0,18,19,0.6825,0.7275,0.39325842696629215,0.46441947565543074,crop113.png
114,maksssksksss463.png,with_mask,Unspecified,0,0,0,136,101,258,226,365,400,3,0,122,125,0.3726027397260274,0.7068493150684931,0.2525,0.565,crop114.png
115,maksssksksss305.png,without_mask,Unspecified,0,0,0,343,141,359,155,400,300,3,0,16,14,0.8575,0.8975,0.47,0.5166666666666667,crop115.png
116,maksssksksss305.png,without_mask,Unspecified,0,0,0,280,128,295,141,400,300,3,0,15,13,0.7,0.7375,0.4266666666666667,0.47,crop116.png
117,maksssksksss305.png,without_mask,Unspecified,0,0,0,256,118,270,130,400,300,3,0,14,12,0.64,0.675,0.3933333333333333,0.43333333333333335,crop117.png
118,maksssksksss305.png,without_mask,Unspecified,0,0,0,182,118,195,133,400,300,3,0,13,15,0.455,0.4875,0.3933333333333333,0.44333333333333336,crop118.png
119,maksssksksss305.png,without_mask,Unspecified,0,0,0,139,116,155,130,400,300,3,0,16,14,0.3475,0.3875,0.38666666666666666,0.43333333333333335,crop119.png
120,maksssksksss305.png,without_mask,Unspecified,0,0,0,171,113,184,125,400,300,3,0,13,12,0.4275,0.46,0.37666666666666665,0.4166666666666667,crop120.png
121,maksssksksss462.png,with_mask,Unspecified,0,0,0,119,38,148,73,268,400,3,0,29,35,0.44402985074626866,0.5522388059701493,0.095,0.1825,crop121.png
122,maksssksksss310.png,with_mask,Unspecified,0,0,0,333,51,348,70,400,267,3,0,15,19,0.8325,0.87,0.19101123595505617,0.26217228464419473,crop122.png
123,maksssksksss476.png,with_mask,Unspecified,0,0,0,105,61,129,86,400,267,3,0,24,25,0.2625,0.3225,0.22846441947565543,0.32209737827715357,crop123.png
124,maksssksksss476.png,without_mask,Unspecified,0,0,0,286,52,309,76,400,267,3,0,23,24,0.715,0.7725,0.1947565543071161,0.2846441947565543,crop124.png
125,maksssksksss476.png,without_mask,Unspecified,0,0,0,116,110,143,138,400,267,3,0,27,28,0.29,0.3575,0.41198501872659177,0.5168539325842697,crop125.png
126,maksssksksss338.png,with_mask,Unspecified,0,0,0,203,51,228,82,400,250,3,0,25,31,0.5075,0.57,0.204,0.328,crop126.png
127,maksssksksss36.png,with_mask,Unspecified,0,0,0,24,24,47,52,400,225,3,0,23,28,0.06,0.1175,0.10666666666666667,0.2311111111111111,crop127.png
128,maksssksksss36.png,with_mask,Unspecified,0,0,0,262,60,273,70,400,225,3,0,11,10,0.655,0.6825,0.26666666666666666,0.3111111111111111,crop128.png
129,maksssksksss489.png,without_mask,Unspecified,0,0,0,129,51,158,70,400,211,3,0,29,19,0.3225,0.395,0.24170616113744076,0.33175355450236965,crop129.png
130,maksssksksss489.png,without_mask,Unspecified,0,0,0,192,52,203,64,400,211,3,0,11,12,0.48,0.5075,0.24644549763033174,0.3033175355450237,crop130.png
131,maksssksksss489.png,without_mask,Unspecified,0,0,0,290,46,317,64,400,211,3,0,27,18,0.725,0.7925,0.21800947867298578,0.3033175355450237,crop131.png
132,maksssksksss489.png,without_mask,Unspecified,0,0,0,342,41,363,58,400,211,3,0,21,17,0.855,0.9075,0.1943127962085308,0.27488151658767773,crop132.png
133,maksssksksss489.png,without_mask,Unspecified,0,0,0,373,41,387,52,400,211,3,0,14,11,0.9325,0.9675,0.1943127962085308,0.24644549763033174,crop133.png
134,maksssksksss660.png,without_mask,Unspecified,0,0,0,132,141,232,264,301,400,3,0,100,123,0.43853820598006643,0.770764119601329,0.3525,0.66,crop134.png
135,maksssksksss674.png,with_mask,Unspecified,0,0,0,237,72,254,90,400,225,3,0,17,18,0.5925,0.635,0.32,0.4,crop135.png
136,maksssksksss674.png,with_mask,Unspecified,0,0,0,300,60,314,77,400,225,3,0,14,17,0.75,0.785,0.26666666666666666,0.3422222222222222,crop136.png
137,maksssksksss674.png,without_mask,Unspecified,0,0,0,316,61,331,76,400,225,3,0,15,15,0.79,0.8275,0.27111111111111114,0.3377777777777778,crop137.png
138,maksssksksss674.png,with_mask,Unspecified,0,0,0,113,55,127,72,400,225,3,0,14,17,0.2825,0.3175,0.24444444444444444,0.32,crop138.png
139,maksssksksss847.png,with_mask,Unspecified,0,0,0,3,205,32,225,400,226,3,0,29,20,0.0075,0.08,0.9070796460176991,0.995575221238938,crop139.png
140,maksssksksss847.png,without_mask,Unspecified,0,0,0,28,98,48,119,400,226,3,0,20,21,0.07,0.12,0.4336283185840708,0.5265486725663717,crop140.png
141,maksssksksss847.png,with_mask,Unspecified,0,0,0,93,40,116,61,400,226,3,0,23,21,0.2325,0.29,0.17699115044247787,0.26991150442477874,crop141.png
142,maksssksksss847.png,with_mask,Unspecified,0,0,0,184,7,207,24,400,226,3,0,23,17,0.46,0.5175,0.030973451327433628,0.10619469026548672,crop142.png
143,maksssksksss847.png,with_mask,Unspecified,0,0,0,345,61,372,84,400,226,3,0,27,23,0.8625,0.93,0.26991150442477874,0.37168141592920356,crop143.png
144,maksssksksss847.png,with_mask,Unspecified,0,0,0,361,143,387,166,400,226,3,0,26,23,0.9025,0.9675,0.6327433628318584,0.7345132743362832,crop144.png
145,maksssksksss714.png,with_mask,Unspecified,0,0,0,305,189,326,212,400,300,3,0,21,23,0.7625,0.815,0.63,0.7066666666666667,crop145.png
146,maksssksksss700.png,with_mask,Unspecified,0,0,0,63,124,96,160,225,400,3,0,33,36,0.28,0.4266666666666667,0.31,0.4,crop146.png
147,maksssksksss700.png,with_mask,Unspecified,0,0,0,152,129,181,164,225,400,3,0,29,35,0.6755555555555556,0.8044444444444444,0.3225,0.41,crop147.png
148,maksssksksss728.png,with_mask,Unspecified,0,0,0,104,45,120,63,400,266,3,0,16,18,0.26,0.3,0.16917293233082706,0.23684210526315788,crop148.png
149,maksssksksss516.png,with_mask,Unspecified,0,0,0,158,58,178,82,400,225,3,0,20,24,0.395,0.445,0.2577777777777778,0.36444444444444446,crop149.png
150,maksssksksss516.png,with_mask,Unspecified,0,0,0,327,61,346,81,400,225,3,0,19,20,0.8175,0.865,0.27111111111111114,0.36,crop150.png
151,maksssksksss516.png,with_mask,Unspecified,0,0,0,35,64,51,80,400,225,3,0,16,16,0.0875,0.1275,0.28444444444444444,0.35555555555555557,crop151.png
152,maksssksksss270.png,without_mask,Unspecified,0,0,0,105,69,126,91,400,208,3,0,21,22,0.2625,0.315,0.3317307692307692,0.4375,crop152.png
153,maksssksksss270.png,without_mask,Unspecified,0,0,0,214,79,228,97,400,208,3,0,14,18,0.535,0.57,0.3798076923076923,0.46634615384615385,crop153.png
154,maksssksksss270.png,without_mask,Unspecified,0,0,0,354,79,364,94,400,208,3,0,10,15,0.885,0.91,0.3798076923076923,0.4519230769230769,crop154.png
155,maksssksksss264.png,with_mask,Unspecified,0,0,0,165,18,194,47,400,267,3,0,29,29,0.4125,0.485,0.06741573033707865,0.1760299625468165,crop155.png
156,maksssksksss502.png,without_mask,Unspecified,0,0,0,55,72,115,136,400,225,3,0,60,64,0.1375,0.2875,0.32,0.6044444444444445,crop156.png
157,maksssksksss502.png,with_mask,Unspecified,0,0,0,112,85,155,136,400,225,3,0,43,51,0.28,0.3875,0.37777777777777777,0.6044444444444445,crop157.png
158,maksssksksss502.png,without_mask,Unspecified,0,0,0,181,56,243,126,400,225,3,0,62,70,0.4525,0.6075,0.24888888888888888,0.56,crop158.png
159,maksssksksss260.png,with_mask,Unspecified,0,0,0,281,144,296,160,400,300,3,0,15,16,0.7025,0.74,0.48,0.5333333333333333,crop159.png
160,maksssksksss260.png,with_mask,Unspecified,0,0,0,153,184,175,205,400,300,3,0,22,21,0.3825,0.4375,0.6133333333333333,0.6833333333333333,crop160.png
161,maksssksksss260.png,with_mask,Unspecified,0,0,0,39,161,59,183,400,300,3,0,20,22,0.0975,0.1475,0.5366666666666666,0.61,crop161.png
162,maksssksksss260.png,with_mask,Unspecified,0,0,0,1,153,11,175,400,300,3,0,10,22,0.0025,0.0275,0.51,0.5833333333333334,crop162.png
163,maksssksksss260.png,with_mask,Unspecified,0,0,0,378,98,395,116,400,300,3,0,17,18,0.945,0.9875,0.32666666666666666,0.38666666666666666,crop163.png
164,maksssksksss260.png,with_mask,Unspecified,0,0,0,143,56,157,74,400,300,3,0,14,18,0.3575,0.3925,0.18666666666666668,0.24666666666666667,crop164.png
165,maksssksksss260.png,with_mask,Unspecified,0,0,0,128,36,140,53,400,300,3,0,12,17,0.32,0.35,0.12,0.17666666666666667,crop165.png
166,maksssksksss260.png,with_mask,Unspecified,0,0,0,354,50,368,67,400,300,3,0,14,17,0.885,0.92,0.16666666666666666,0.22333333333333333,crop166.png
167,maksssksksss260.png,with_mask,Unspecified,0,0,0,110,3,125,17,400,300,3,0,15,14,0.275,0.3125,0.01,0.056666666666666664,crop167.png
168,maksssksksss274.png,with_mask,Unspecified,0,0,0,230,70,306,151,400,265,3,0,76,81,0.575,0.765,0.2641509433962264,0.569811320754717,crop168.png
